address,is_erc20,is_erc721,block_timestamp,block_number,block_hash
0x47cce5ee7eaf78db3bbe648262bdc0dceae8cbf8,false,false,2021-03-07 16:29:58 UTC,11992433,0xa08200352961fc051a7afa580d1a9f451053dc3c2f4c47a01d7b5940c955c561
0x5faf347d91f8f7403533e67d78940af9ef247df4,false,false,2021-03-07 16:29:50 UTC,11992432,0x14f8c890dc971dfc8ab2904e23dc4f43ed1986bc78042bf41fd4af843102897d
0x06375827f2044655617009448d435a86dc35ad56,false,false,2021-03-07 16:29:29 UTC,11992431,0x5007cf7bb6a9c39d419b90732f0ae33cbad7339b2f8c7e530628a7bddd732e50
0x60b2d5ab9014b179e7857387ba7e1a9901572b07,false,false,2021-03-07 16:29:29 UTC,11992431,0x5007cf7bb6a9c39d419b90732f0ae33cbad7339b2f8c7e530628a7bddd732e50
0x7da1192aec3e5bab8d62816d2fa2bacba923f7c4,false,false,2021-03-07 16:29:29 UTC,11992431,0x5007cf7bb6a9c39d419b90732f0ae33cbad7339b2f8c7e530628a7bddd732e50
0x7517af676bce2c85a6209656df0f0ce0314b705a,false,false,2021-03-07 16:29:29 UTC,11992431,0x5007cf7bb6a9c39d419b90732f0ae33cbad7339b2f8c7e530628a7bddd732e50
0xf0365ddc88315495a8d41efce03b0dc11d7e5fc2,false,false,2021-03-07 16:29:29 UTC,11992431,0x5007cf7bb6a9c39d419b90732f0ae33cbad7339b2f8c7e530628a7bddd732e50
0x2f8b5481aa0185692fcfbfbaf4b4697fd27d9f09,false,false,2021-03-07 16:29:29 UTC,11992431,0x5007cf7bb6a9c39d419b90732f0ae33cbad7339b2f8c7e530628a7bddd732e50
0xa02e73d8cd668b61c9478e382deed596bfec0f96,false,false,2021-03-07 16:29:28 UTC,11992430,0xfa09001286b319355b4f6a45d3a1fff43f864494150751f93955448bd395ea4c
0xe8aa514a43fbd756f521077cb6a8f31e9dcba138,false,false,2021-03-07 16:29:20 UTC,11992429,0x7c4f16e988e3cefa3d4be219ff40ba3abdce361017601e88ebd291986beb83d5
0x011f9d8e039b4cef312e1e3bbfa50a0256a765bc,false,false,2021-03-07 16:28:44 UTC,11992424,0x6f4ff32155ddfed155b1af1e0dd68e4491cbbc34f6f19907f22dfb00ce91682a
0x464cfdb27fa3a3c38d3182620e063fafe1262462,false,false,2021-03-07 16:28:05 UTC,11992421,0x005bef90252a1fc311dddb5f5287dff600c099c646ef53bf5063345104e94a75
0xaeed4ca266ffef5cb1ea9dadb810b810b95dc75c,false,false,2021-03-07 16:27:48 UTC,11992420,0x31f23ee566f504229ee68a7ae7b1a4c7622c9d09904928e67d76e720f1a06d3f
